,sku,name,desc,promo_price,in_stock,type,max_price,price
893,SAM0073,Samsung 850 EVO SSD Disk 250GB,SSD hard drive Mac and PC 25 inch 250GB SATA III with 3D V-NAND.,869.942,1,12215397,109,109
894,KEN0200,Kensington KeyFolio Plus X2 Thin Case with backlit keyboard iPad Air 2 Black,Cover with Spanish backlit keyboard for iPad Air 2,69.99,0,12575403,89.99,89.99
895,WDT0227,WD Elements 1TB USB 3.0 Hard Disk,1TB portable external hard drive for Mac and PC.,659.946,0,11935397,65.99,65.99
896,OWC0129,OWC SSD installation kit for iMac from 2007 or later,Installation Kit SSD iMac from 2007,329.894,0,14305406,32.99,32.99
897,APP0927,EarPods Apple Headphones with Remote and Mic (OEM),EarPods headphones Apple iPhone iPad and iPod with microphone and remote control,13.99,1,5384,23.99,23.99
898,SPE0143,"SmartShell Speck Case Macbook Air 11 ""Hot Lips Rosa",Protective housing MacBook Air 11 inches.,399.905,0,13835403,39.99,39.99
899,SAM0075,Samsung 850 EVO SSD Disk 1TB,SSD hard drive Mac and PC 25 inch 1TB SATA III with 3D V-NAND.,2.839.943,1,12215397,349.99,349.99
900,SPE0146,"SmartShell Speck Case Macbook Air 13 ""Yellow",Protective housing MacBook Air 13 inches.,399.905,0,13835403,39.99,39.99
901,NTE0082,NewerTech NuCube stand upright for Mac Mini,Protective stand for Mac Mini from 2010 to 2014.,44.989,0,8696,44.99,44.99
902,IOT0017,iOttie Easy One Touch 2 iPhone,Car Holder for iPhone 7 Plus / 7 / 6s Plus / 6s / 6/6 Plus / 5s / 5c,299.899,0,5720,29.99,29.99
903,OWC0130,"OWC HDD Installation Kit for iMac 27 ""2012 and subsequent",Installation Kit disk iMac 27-inch HDD in 2012 and later with tools.,629.902,1,14305406,62.99,62.99
904,SYN0103,Synology NAS Server DS2015xs Mac and PC,8-bay NAS Server for Mac and PC ideal for SMEs.,11.679.005,0,12175397,1167.9,1167.9
905,WAC0164,Wacom Cintiq Ergo Stand 27QHD,Professional support for Wacom Cintiq 27QHD.,415.998,0,101781405,429.99,429.99
906,WAC0163,Wacom Cintiq Interactive Pen & Touch 27QHD Mac and PC Display,Professional graphics tablet touch screen with 2048 levels of pressure sensitive to the touch of fingers and pointer for Mac and PC,22.139.975,0,1405,2699.91,2699.91
907,ADN0027,Adonith Adobe Ink & Slide pointer iPad,Professional pointer for iPad.,899.901,0,1229,89.99,89.99
908,ADN0026,Adonith spare ball Adonit Jot Pro / Fip,Replacement Ball Black Adonit Jot Pro / Flip.,99.946,0,1229,9.99,9.99
909,REP0238,Full Screen Repair iPhone 6,Repair service including parts and labor for iPhone 6,89.99,0,"1,44E+11",119.99,119.99
910,WAC0162,Wacom Cintiq Interactive Pen Display 27QHD Mac and PC,professional graphics tablet with widescreen 16: 9 remote control and Pro Pen for Mac and PC.,17.820.033,0,1405,2289.99,2289.99
911,OTT0059,Otterbox Commuter Case Gray iPhone 6 Plus,Ultrathin Case for iPhone 6 Plus.,199.904,0,11865403,19.99,19.99
912,AII0063,"Aiino Case MacBook Air 11 ""Rosa Mate",Protective housing MacBook Air 11 inches,209.899,0,13835403,20.99,20.99
913,TWS0086,Twelve South HiRise Dorado Deluxe iPhone and iPad,Lightning adjustable support for iPhone 5 / 5C / 5S / 6/6 Plus and iPad Mini / Air.,599.906,0,1216,59.99,59.99
914,RUT0010,Runtastic Bracelets Set color (yellow orange and red),Set bracelets customizable colors for Runtastic Orbit.,149.895,0,11905404,19.99,19.99
915,TWS0085,Twelve South HiRise Deluxe iPhone and iPad Black,Adjustable Stand for iPhone 5 Lightning / 5C / 5S / 6 / 6s / 6 and 6s Plus and iPad Mini / Air.,569.898,0,1216,59.99,59.99
916,TWS0084,Twelve South HiRise Deluxe iPhone and iPad Silver,Lightning adjustable support for iPhone 5 / 5C / 5S / 6/6 Plus and iPad Mini / Air.,599.906,0,1216,53.99,53.99
917,OWC0142,OWC Aura Pro Express 6G - 240GB SSD MacBook Air 2012,240GB SSD hard drive for MacBook Air 2012.,1.655.849,0,12215397,165.58,165.58
918,RUT0009,Orbit runtastic fitness monitor activity and sleep,Bracelet sport and activity control sleep for iPhone.,499.899,0,11905404,49.99,49.99
919,SYN0105,Synology DX1215 NAS Expansion Unit Mac and PC,Expansion unit 12 Synology NAS server bays.,9.859.891,0,12175397,985.99,985.99
920,WAC0142,Wacom Intuos pen Replacement Digital,Replacement pointer Wacom Intuos Pen & amp Touch S Pen & amp Touch M and Intuos Manga,349.932,0,1229,34.99,34.99
921,CRU0034-2,Crucial memory Mac 4GB (2x2GB) SO-DIMM DDR3 1066MHZ,RAM 4GB (2x2GB) Mac mini iMac MacBook and MacBook Pro (2009/10).,529.895,1,1364,54.99,54.99
922,SYN0107,Synology RackStation RX415 expansion module,Expansion Unit 4-bay Synology NAS server.,5.449.005,0,1280,544.9,544.9
923,PAC0623,Samsung SSD 850 expansion kit EVO 500GB + OWC Mount Pro for Mac Pro 2009 to 2012,500GB SSD expansion kit + Adapter Mount Pro for Mac Pro Early 2009 to Mid 2012,1.595.845,1,1433,194.99,194.99
924,CRU0022,Crucial Mac Memory 4GB DDR3 1066MHZ SO-DIMM,4GB RAM Mac mini iMac MacBook and MacBook Pro (2009/10).,53.989,1,1364,53.99,53.99
925,CRU0040,Crucial Mac Memory 2GB DDR3 1066MHz SO-DIMM,2GB RAM Mac mini iMac MacBook and MacBook Pro (2009/10).,269.891,1,1364,27.99,27.99
926,CRU0043,Crucial Mac Memory 8GB 1866MHz DDR3 DIMM,Mac Pro 8GB RAM 2013.,1.159.894,1,1364,80.99,80.99
927,NTE0056-A,"Open - NewerTech NuPower Battery 65W MacBook Pro 13 ""2009/14",MacBook Pro 13 inch Battery 2009/14,809.662,0,1298,86.53,86.53
928,CRU0037-2,Crucial Mac Memory 16GB (2x8GB) 1866MHz DDR3 DIMM,RAM 16GB (2x8GB) Mac Pro 2013.,2.309.902,1,1364,197.99,197.99
929,CRU0037-4,Crucial Mac Memory 32GB (4x8GB) 1866MHz DDR3 DIMM,RAM 32GB (4x8GB) Mac Pro 2013.,4.629.896,0,1364,398.99,398.99
930,RUT0016,Runtastic Case iPhone 4 / 4s / 5 / 5s Black,Case black bicycle holder for iPhone 4 / 4s / 5 / 5s.,199.904,0,11865403,19.99,19.99
931,RUT0021,Runtastic Bracelet LED Safety Reflector,Bracelet with LED light to enlighten in dark environments.,99.898,0,11905404,9.99,9.99
932,OWC0101-A,Open - OWC 128GB PATA ZIF SSD MacBook Air 2008,128GB SSD for MacBook Air 2008.,2.565.845,0,1298,249.99,249.99
933,APP0017-A,Open - Apple Keyboard Keypad for Mac Spanish,USB ultrathin Apple Keyboard Spanish for Mac.,494.761,0,1298,49.48,49.48
934,APP0430-A,Like new - Apple Lightning adapter to 30-pin connector,Reconditioned adapter connector Lightning to 30-pin iPhone 5 iPod Touch 5 iPod Nano 7.,281.111,0,14365395,29.29,29.29
935,ADN0019,Adonit Jot Pro Disc Replacement Flip mini and Touch Size S,Disc replacement rubber pointers Flip mini Adonith Pro and Touch.,7.986,1,1229,7.99,7.99
936,SEA0033-A,"Open - Seagate Barracuda 2TB 35 ""SATA 7200rpm hard drive Mac and PC",internal hard drive with Mac and PC open to 2TB (ST2000DM001) packaging.,630.921,0,12655397,69.66,69.66
937,BLL0023,BlueLounge Cablebox mini Cord Black,recogecables box design and mini size,199.904,0,1325,19.99,19.99
938,LGE0009-A,"Open - 34UM95 LG LCD Monitor 34 ""Ultra WQHD resolution Thunderbolt connection",Monitor ultrapanorámico IPS 21: 9 34-inch Thunderbolt connection and ultra resolution 3440 x 1440,6.729.081,0,1298,639.26,639.26
939,SYN0092-A,Open - Synology DS115j NAS Server Mac and PC,NAS server 1 SATA bay Cloud reconditioned,82.99,0,12175397,82.99,82.99
940,OWC0137,OWC Mercury PCI Express SSD 120GB Accelsior_E2 (2x64GB),PCI Express Card SSD 120GB (2x64GB) for Mac Pro.,2.065.845,0,12215397,199.99,199.99
941,OWC0138,OWC Mercury Accelsior PCI Express-M M-SATA 6gb / s SSD controller MacPro h,PCI Express SSD for Mac Pro up to 5.1 (mid 2010-2012).,279.873,1,1276,34.58,34.58
942,CRU0041,Crucial Mac Memory 2GB 800MHZ DDR2 SO-DIMM,2GB RAM Memory for iMac (2008) and MacBook (2009).,274.694,0,1364,26.1,26.1
943,CRU0042,Crucial Mac Memory 2GB 667MHZ DDR2 SO-DIMM,2GB RAM Mac mini and iMac (2006/07) MacBook Pro (2006/07/08).,274.694,0,1364,32.39,32.39
944,CRU0044,Crucial Mac Memory 16GB 1866MHz DDR3 DIMM,Mac Pro RAM 16GB 2013.,2.349.893,1,1364,234.99,234.99
945,CRU0038-2,Crucial Mac Memory 32GB (2x16GB) DIMM DDR3 1866MHz,32GB RAM (2x16GB) Mac Pro 2013.,4.679.905,1,1364,467.99,467.99
946,CRU0038-4,Crucial Mac Memory 64GB (4x16GB) DIMM DDR3 1866MHz,64GB RAM (4x16GB) Mac Pro 2013.,9.379.896,1,1364,937.99,937.99
947,MOB0013,Mobee Magic Feet Charger Apple Wireless Keyboard and Magic Mouse,Charger for Apple Wireless Keyboard and Magic Mouse Apple Magic.,1.499.916,0,13005399,149.99,149.99
948,PAC0669,Samsung SSD 850 expansion kit PRO 512GB + 8GB RAM 1066Mhz + Datadoubler for MacBook and MacBook Pro 2008-2010,512GB SSD expansion kit + RAM + 8GB 1066MHZ Datadoubler for MacBook and MacBook Pro Late 2008 to Mid 2010,3.785.848,1,1433,401.58,401.58
949,PAC0670,Samsung SSD 850 expansion kit EVO 500GB + 8GB RAM 1066Mhz + DataDoubler for MacBook and MacBook Pro 2008-2010,Expansion kit SSD 500GB + 8GB RAM 1066Mhz + Datadoubler for MacBook and MacBook Pro Late 2008 to Mid 2010,297.585,1,1433,325.58,325.58
950,PAC0661,Kingston V300 SSD expansion kit 240GB + 8GB RAM 1066Mhz + DataDoubler for MacBook and MacBook Pro 2008-2010,240GB SSD expansion kit + RAM + 8GB 1066Mhz Datadoubler for MacBook and MacBook Pro Late 2008 to Mid 2010,2.535.845,0,1433,244.99,244.99
951,PAC0664,Samsung SSD 850 expansion kit EVO 250GB + 8GB RAM 1066Mhz + DataDoubler for MacBook and MacBook Pro 2008-2010,250GB SSD expansion kit + RAM + 8GB 1066Mhz Datadoubler for MacBook and MacBook Pro Late 2008 to Mid 2010,2.495.843,1,1433,270.59,270.59
952,PAC0665,Kingston V300 SSD expansion kit 480GB + 8GB RAM 1066Mhz + Datadoubler for MacBook and MacBook Pro 2008 to 2010,Expansion kit 480GB + SSD 8GB RAM 1066Mhz + Datadoubler for MacBook and MacBook Pro Late 2008 to Mid 2010,3.085.851,0,1433,311.99,311.99
953,PAC0674,Samsung SSD 850 expansion kit PRO 1TB + 8GB RAM 1066Mhz + Datadoubler for MacBook and MacBook Pro 2008 to 2010,SSD expansion kit 1TB + 8GB RAM 1066Mhz + Datadoubler for MacBook and MacBook Pro Late 2008 to Mid 2010,5.875.845,0,1433,587.58,587.58
954,PAC0675,Samsung SSD 850 expansion kit EVO 1TB + 8GB RAM 1066Mhz + DataDoubler for MacBook and MacBook Pro 2008-2010,SSD expansion kit 1TB + 8GB RAM 1066Mhz + Datadoubler for MacBook and MacBook Pro Late 2008 to Mid 2010,4.465.844,1,1433,462.58,462.58
955,PAC0678,Samsung SSD 850 expansion kit EVO 250GB + 16GB 1333Mhz RAM + Datadoubler for MacBook Pro 2011,250GB SSD expansion kit + RAM + 16GB 1333MHz Datadoubler MacBook Pro Early / Late 2011,3.415.842,1,1433,347.58,347.58
956,PAC0790,Samsung SSD 850 expansion kit EVO 1TB + 16GB 1600Mhz RAM + Datadoubler for Macbook Pro 2012,RAM expansion kit SSD + 16GB 1600MHZ + Datadoubler for mid 2012 Macbook Pro tools,5.025.844,1,1433,506.99,506.99
957,PAC0683,Samsung SSD 850 expansion kit EVO 500GB + 16GB 1333Mhz RAM + Datadoubler for MacBook Pro 2011,Expansion kit SSD 500GB + 16GB 1333MHz RAM + Datadoubler for Macbook Pro Early / Late 2011,3.895.849,1,1433,404.58,404.58
958,PAC0684,Samsung SSD 850 expansion kit PRO 512GB + 16GB 1333Mhz RAM + Datadoubler for MacBook Pro 2011,expansion SSD 512GB + 16GB 1333MHZ RAM + Datadoubler for Macbook Pro Early / Late 2011 Kit,4.705.847,1,1433,471.58,471.58
959,PAC0688,Samsung SSD 850 expansion kit 1TB PRO + RAM + 16GB 1333Mhz Datadoubler for Macbook Pro 2011,SSD expansion 1TB + 16GB 1333MHz RAM for Macbook Pro Early / Late 2011 Kit tools,6.795.844,0,1433,673.99,673.99
960,PAC0689,Samsung SSD 850 expansion kit EVO 1TB + 16GB 1333Mhz RAM + Datadoubler for MacBook Pro 2011,SSD expansion kit 1TB + 16GB 1333MHZ RAM + Datadoubler for Macbook Pro Early 2011,5.385.843,1,1433,563.99,563.99
961,PAC0690,Kingston V300 SSD expansion kit RAM 240GB + 16GB 1600Mhz + Datadoubler for MacBook Pro 2012,240GB SSD expansion kit + RAM + 16GB 1600Mhz Datadoubler Mid 2012 MacBook Pro,3.035.842,0,1433,287.99,287.99
962,PAC0698,Samsung SSD 850 expansion kit EVO 250GB + Datadoubler for iMac and Mac mini 2009 2009/2011,SSD upgrade kit for Mac Mini 250GB Early / Late 2009 and Mid 2009 iMac Early 2011 with tools,1.555.842,1,1433,177.99,177.99
963,PAC0701,Samsung SSD 850 expansion kit EVO 500GB + Datadoubler for iMac Mac mini 2009 and 2009 to 2011,SSD upgrade kit for Mac Mini 500GB Early / Late 2009 and Mid 2009 iMac Early 2011 with tools,2.035.849,1,1433,238.99,238.99
964,PAC0702,Samsung SSD 850 expansion kit PRO 512GB + Datadoubler for iMac Mac mini 2009 and 2009 to 2011,SSD upgrade kit for Mac Mini 512GB Early / Late 2009 and Mid 2009 iMac Early 2011 with tools,2.845.847,1,1433,312.99,312.99
965,PAC0722,Samsung SSD 850 expansion kit EVO 1TB + Datadoubler for iMac Mac mini 2009 and 2009 to 2011,SSD upgrade kit for Mac Mini 1TB Early / Late 2009 and Mid 2009 iMac Early 2011 with tools,3.525.843,1,1433,418.99,418.99
966,PAC0703,Kingston V300 SSD expansion kit 240GB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,SSD upgrade kit 240GB + 8GB RAM 1066Mhz + Datadoubler Mac Mini Early / Late 2009 iMac 21.5 inches and 27 inches 24 inches iMac Late 2009 Early 2009,2.575.848,0,1433,247.99,247.99
967,PAC0693,Samsung SSD 850 expansion kit EVO 250GB + 16GB 1600Mhz RAM + Datadoubler for MacBook Pro 2012,SSD expansion 250GB + 16GB 1600Mhz RAM for Macbook Pro Mid 2012 Kit,3.055.843,1,1433,327.58,327.58
968,PAC0707, Samsung EVO SSD expansion kit 250GB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,SSD upgrade kit 250GB + Datadoubler Mac Mini 2009 iMac 20 Early / Mid 2009 iMac 24 Early 2009 iMac 27 inch Late 2009 with tools,263.584,1,1433,274.58,274.58
969,PAC0717,Samsung SSD 850 expansion kit EVO 1TB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,Upgrade kit 1TB SSD + Datadoubler Mac Mini 2009 iMac 20 Early / Mid 2009 iMac 24 Early 2009 iMac 27 inch Late 2009 with tools,4.605.841,1,1433,476.58,476.58
970,PAC0784,Samsung SSD 850 expansion kit EVO 500GB + 16GB 1600Mhz RAM + Datadoubler for MacBook Pro 2012,Expansion kit SSD 500GB + 16GB 1600Mhz RAM + Datadoubler for Macbook Pro Mid 2012,353.585,1,1433,384.58,384.58
971,PAC0785,Samsung SSD 850 expansion kit PRO 512GB + 16GB 1600Mhz RAM + Datadoubler for Macbook Pro 2012,512GB + SSD expansion RAM + 16GB 1600MHZ Datadoubler for mid 2012 Macbook Pro Kit tools,4.345.848,1,1433,457.58,457.58
972,PAC0789,Samsung SSD 850 expansion kit 1TB PRO + RAM + 16GB 1600Mhz Datadoubler for Macbook Pro 2012,SSD expansion kit 1TB + 16GB 1600MHZ RAM + Datadoubler for Macbook Pro mid 2012,6.435.845,0,1433,637.58,637.58
973,PAC0758,"Samsung SSD 850 expansion kit EVO 250GB iMac 27 ""2010",SSD upgrade kit 250GB iMac 27-inch Mid 2010 with tools,1.255.847,1,1433,149.99,149.99
974,PAC0762,"Samsung SSD 850 expansion kit EVO 500GB iMac 27 ""2010",SSD upgrade kit 500GB iMac 27-inch Mid 2010 with tools,1.735.842,1,1433,210.99,210.99
975,PAC0763,"Samsung SSD 850 expansion kit PRO 512GB iMac 27 ""2010",Samsung SSD 850 PRO 512GB for 27-inch Mid 2010 iMac tools,254.584,1,1433,283.99,283.99
976,PAC0766,"Samsung SSD 850 expansion kit EVO 250GB iMac 27 ""2011",SSD upgrade kit 250GB for 27-inch Mid 2011 iMac tools,1.285.843,1,1433,149.99,149.99
977,PAC0767,"Kingston 480GB SSD expansion UV300 Kit for iMac 27 ""2011",Upgrade kit 480GB SSD for Mid 2011 27-inch iMac with tools,2.045.844,0,1433,211.99,211.99
978,PAC0776,Samsung SSD 850 expansion kit EVO 250GB + OWC Mount Pro for Mac Pro 2009 to 2012,Expansion kit 256GB + SSD OWC Mount Pro for Mac Pro Early 2009 to Mid 2012,111.585,1,1433,132.99,132.99
979,PAC0779,Samsung SSD 850 expansion kit PRO 500GB + OWC Mount Pro for Mac Pro 2009 to 2012,500GB SSD expansion kit + Adapter Mount Pro for Mac Pro Early 2009 to Mid 2012,2.405.843,1,1433,290.58,290.58
980,PAC0782,Kit Samsung SSD 850 EVO expansion 1TB + OWC Mount Pro for Mac Pro 2009 to 2012,Expansion kit 1TB SSD + Adapter Mount Pro for Mac Pro Early 2009 to Mid 2012,3.085.851,1,1433,363.99,363.99
981,PAC0771,"Samsung SSD 850 expansion kit EVO 500GB iMac 27 ""2011",SSD upgrade kit 500GB for 27-inch Mid 2011 iMac tools,176.585,1,1433,210.99,210.99
982,PAC0772,"Samsung SSD 850 expansion kit PRO 512GB iMac 27 ""2011",Upgrade kit 512GB SSD for Mid 2011 27-inch iMac with tools,2.575.848,1,1433,286.99,286.99
983,LEP0010,Lepow USB 3000mAh External Battery Moonstone Black,USB external battery charging mode dual small and lightweight for iPhone iPad and iPod,99.946,0,1515,9.99,9.99
984,STA0009,Startech HDMI M / M Black 2m,Cable HDMI M / M black 2 meters.,89.903,1,1325,8.99,8.99
985,MOS0141,Moshi iGlaze iPhone 6 / 6S Plus Black,Rigid shell shock protection and rasguÌ ± os for iPhone 6 / 6S Plus.,249.901,0,11865403,24.99,24.99
986,KEN0207,Kensington UA0000E Gigabyte Ethernet Adapter USB 3.0,Gigabyte Ethernet adapter to USB 3.0.,298.991,0,12585395,29.9,29.9
987,APP0478-A,Like new - Apple Digital AV Adapter to Lightning,Lightning adapter connector to digital AV (MD826ZM / A),480.434,0,1298,48.04,48.04
988,PAC0726,Samsung SSD 850 expansion kit EVO 250GB Mac mini 2011/2012,SSD upgrade kit for Mac mini 250GB 2011 and Late 2012 Mid tools,1.255.847,1,1433,146.99,146.99
989,STA0017,Startech HDMI M / M Ultra HD 4K Black 3m,Cable HDMI M / M 3m Ultra HD 4k black 3D Ready and Ethernet.,149.919,1,1325,14.99,14.99
990,MOS0155,Moshi iVisor XT Protector iPhone 6 Plus White,Screen Protector for iPhone 6 Plus.,199.904,0,13555403,19.99,19.99
991,STA0018,Startech HDMI M / M Ultra HD 4K Black 5m,Cable HDMI M / M 5m Ultra HD 4K 3D Ready and Ethernet.,179.927,1,1325,17.99,17.99
992,PAC0750,"Kingston V300 SSD expansion kit for iMac 215 480GB ""2011",Upgrade kit for iMac 480GB SSD 215 inch Mid 2011 with tools,2.015.848,0,1433,205.99,205.99
993,PAC0731,Samsung SSD 850 expansion kit EVO 500GB Mac mini 2011/12,SSD upgrade kit for Mac mini 500GB 2011 and Late 2012 Mid tools,1.735.842,1,1433,205.99,205.99
994,PAC0736,Samsung SSD 850 expansion kit EVO 1TB for Mac mini 2011/2012,SSD upgrade kit for Mac mini 1TB 2011 Late 2012 Mid tools,3.225.848,1,1433,377.99,377.99
995,PAC0732,Samsung SSD 850 expansion kit PRO 512GB Mac mini 2011/2012,SSD upgrade kit for Mac mini 512GB 2011 and Late 2012 Mid tools,254.584,1,1433,289.69,289.69
996,PAC0735,Samsung SSD 850 expansion kit 1TB for Mac mini PRO 2011/2012,SSD upgrade kit for Mac mini 1TB 2011 Late 2012 Mid tools,4.635.849,0,1433,480.58,480.58
997,PAC0727,Kingston V300 SSD expansion kit for Mac mini 480GB 2011/2012,SSD upgrade kit for Mac mini 480GB Mid 2011 Late 12 tools,2.015.848,0,1433,205.99,205.99
998,PAC0653,Samsung SSD 850 expansion kit EVO 250GB + Datadoubler for MacBook / MacBook Pro 2008-2012,"SSD upgrade kit 2008-2010 250 GB MacBook and MacBook Pro Tools 2009-2012,",1.415.845,1,1433,172.99,172.99
999,PAC0656,Samsung SSD 850 expansion kit PRO 512GB + Datadoubler for MacBook / MacBook Pro 2008-2012,"SSD upgrade kit 512GB for 2008-2010 MacBook / MacBook Pro Tools 2009-2012,",270.585,1,1433,309.99,309.99
1000,PAC0659,Samsung SSD 850 expansion kit EVO 1TB + Datadoubler for MacBook / MacBook Pro from 2008 to 2012,"SSD upgrade kit for MacBook 1TB 2008-2010 and 2009-2012, MacBook Pro Tools",3.385.846,1,1433,384.58,384.58
1001,PAC0708,Kingston V300 SSD expansion kit 480GB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,Upgrade kit 480GB SSD + Datadoubler Mac Mini 2009 iMac 20 Early / Mid 2009 iMac 24 Early 2009 iMac 27 inch Late 2009 with tools,3.115.847,0,1433,328.99,328.99
1002,PAC0737,Kingston V300 SSD expansion kit 240GB + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 240GB + 16GB 1600Mhz RAM for Mac mini Late 2012 tools,2.775.849,0,1433,256.99,256.99
1003,PAC0712,Samsung SSD 850 expansion kit EVO 500GB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,SSD upgrade kit 500GB + Datadoubler Mac Mini 2009 iMac 20 Early / Mid 2009 iMac 24 Early 2009 and Late 2009 iMac 27 inch tools,3.115.847,1,1433,331.58,331.58
1004,PAC0713,Samsung SSD 850 expansion kit PRO 512GB + 8GB RAM 1066Mhz + Datadoubler for iMac and Mac mini 2009 2009,Upgrade kit 512GB SSD + Datadoubler Mac Mini 2009 iMac 20 Early / Mid 2009 iMac 24 Early 2009 iMac 215 inches and 27 inches tools Late 2009,3.925.845,1,1433,424.58,424.58
1005,PAC0740,Samsung EVO SSD expansion kit 250GB + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 250GB + 16GB 1600Mhz RAM for Mac mini Late 2012,2.895.845,1,1433,291.58,291.58
1006,PAC0745,Samsung EVO SSD expansion kit 500GB + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 500GB + 16GB 1600Mhz RAM for Mac mini Late 2012 tools,3.365.845,1,1433,366.58,366.58
1007,PAC0746,Kit PRO 512GB Samsung SSD expansion + 16GB 1600Mhz RAM for Mac mini 2012,SSD upgrade kit 512GB + 16GB 1600Mhz RAM for Mac mini Late 2012,418.585,1,1433,428.58,428.58
1008,PAC0749,"Samsung SSD 850 expansion kit EVO 250GB iMac 215 ""2011",250GB SSD expansion to 215 inch Mid 2011 iMac tools kit,1.255.847,1,1433,146.99,146.99
1009,PAC0754,"Samsung SSD 850 expansion kit EVO 500GB iMac 215 ""2011",Upgrade kit for iMac 500GB SSD 215 inch Mid 2011 with tools,1.735.842,1,1433,207.99,207.99
1010,PAC0755,"Samsung SSD 850 expansion kit PRO 512GB iMac 215 ""2011",Upgrade kit for 512GB SSD 215 inch Mid 2011 iMac tools,254.584,1,1433,283.99,283.99
1011,RAI0015,Rain Design MTower support MacBook Air / Pro,Aluminum support for MacBook Pro and MacBook Air,499.899,1,8696,49.99,49.99
1012,JMO0056,Just Mobile AluBolt Stand with Lightning iPhone iPad and iPod,Support for iPhone iPad and iPod with dock connector base and Lightning.,449.878,0,5720,44.99,44.99
1013,RAI0016,Rain Design iLevel2 MacBook Support,Adjustable aluminum bracket height compatible with all MacBook,669.904,1,8696,66.99,66.99
1014,RAI0018,"Rain Design Mbase Support for iMac 27 """,Minimalist support lifting drawer iMac 27,749.898,1,8696,76.99,76.99
1015,PHI0052,Philips Hue Bloom separate light lamp,LED lamp Hue color system works with app,589.899,1,11905404,69.99,69.99
1016,PHI0054,Philips Hue independent iris lamp light,Hue lamp rainbow with music synchronization and pelóculas,758.997,1,11905404,75.9,75.9
1017,PAC0622,Samsung SSD 850 expansion kit EVO 500GB + Datadoubler for MacBook / MacBook Pro from 2008 to 2012,SSD upgrade kit 500GB for 2008-2010 Macbook and Macbook Pro Tools 2008-2012,189.584,1,1433,233.99,233.99
1018,HGD0021,"Henge Docks Docking Station MacBook Pro Retina 15 """,Dock for Macbooks Retina 15 inches.,1.299.903,0,8696,129.99,129.99
1019,TOS0018,"Toshiba Canvio Basic Hard Disk 1TB USB 3.0 25 ""Black",25-inch External Hard Drive 1TB USB 3.0 for Mac and PC.,489.941,1,11935397,60.79,60.79
1020,MOS0058,"PalmGuard Moshi protector Macbook Air 13 """,Handrests protector Macbook 13 inches.,199.892,0,13835403,19.99,19.99
1021,MBI0010,Mobility Lab Mouse White Apple,Mouse pad as Apple logo.,169.896,0,12355400,16.99,16.99
1022,NTE0083,Maxpower NewerTech eSATA PCIe controller SATA 6Gb,ESATA PCIe adapter card for Mac Pro 2006-2012.,299.899,0,1276,39.99,39.99
1023,DLK0092,D-Link Wireless Smart Plug Smart Plug,Plug appliances intelligent controller app for iPhone and iPad.,44.989,1,11905404,48.99,48.99
1024,WAC0148-A,Open - Wacom Intuos Creative Stylus 2,Professional pointer for iPad.,453.543,0,1298,45.37,45.37
1025,ACM0033,"Acme Skinny Sleeve Case MacBook Air / Pro 13 ""Black",Neoprene Sleeve for MacBook Air / Pro 13-inch.,239.895,0,13835403,23.99,23.99
1026,BEL0175,Belkin WeMO Led Lighting LED Bulbs Sept. 2 + WeMO Link,Set of 2 LED Smart Bulbs + Wemo Link Control for iPhone and iPad.,769.899,1,11905404,79.99,79.99
1027,CEL0007,Celly Wallet Case with removable cover Black iPhone 6,Case Book for iPhone 6 card case type.,128.998,0,11865403,12.9,12.9
1028,CEL0012,Celly Silicone Hard Shell iPhone 6 Blue,Hard Shell Silicone iPhone 6.,4.99,0,11865403,4.99,4.99
1029,BEL0180,Belkin NetCam WeMO WiFi HD night vision,HD security camera with night vision and controllable motion detector for iPhone and iPad,1.499.916,0,9094,149.99,149.99
1030,BEL0176,Belkin WeMO Insight Power Control Switch,Intelligent switch controller electrical devices from iPhone and iPad,35.989,1,11905404,59.99,59.99
1031,BEL0177,Belkin WeMO A60 10W E27 bulb independent,Smart LED bulb with iPhone and iPad App.,299.899,1,11905404,29.99,29.99
1032,BEL0178,Belkin WeMO Maker Controller / Sensor / Management Tool,WeMO connected controller for iPhone and iPad objects.,799.931,0,11905404,79.99,79.99
1033,CEL0015,Celly fur-lined Powerbank battery 4000mAh Black,Leather-wrapped External Battery 4000mAh for iPhone iPad and iPod.,239.895,0,1515,23.99,23.99
1034,NTE0084,NewerTech Maxpower 2-port USB / eSATA PCIe 2.0 Host for Mac OS X 10.8.3 and later,ESATA PCIe adapter card and USB 3.0 for Mac Pro 2006-2012.,1.149.899,0,1276,134.99,134.99
1035,CEL0023,Celly Ambo Luxury Leather Case + Case Gold iPhone 6,Cover and housing together with magnet for iPhone 6.,329.894,0,11865403,32.99,32.99
